id_med;nome;preco;lab;uni_emb;formato;dosagem;quantidade;;;;
2872992;Ecapril;8,63;Laboratórios Atral, S.A.;60;Comp.;20 mg;0;;;;
2872794;Ecapril;5,54;Laboratórios Atral, S.A.;60;Comp.;5 mg;0;;;;
3353786;Enalapril Mepha 5 mg Comprimidos;3,67;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;60;Comp.;5 mg;0;;;;
3457082;Ticlopidina Alter 250 mg Comprimidos;8,87;Alter, S.A.;60;Comp. revest.;250 mg;0;;;;
3218286;Enalapril Sandoz;8,67;Sandoz Farmacêutica, Lda.;60;Comp.;20 mg;0;;;;
2948099;Lansoprazol Gastroliber;9,34;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Cáps. gastrorresistente;30 mg;0;;;;
2976280;Mononitrato de Isossorbido Mylan;8,78;Mylan, Lda.;60;Comp. libert. prolong.;60 mg;0;;;;
3359585;Enalapril Ratiopharm;8,67;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp.;20 mg;0;;;;
2705283;Maprotilina Ratiopharm 50 mg Comprimidos Revestidos;5,44;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp. revest.;50 mg;0;;;;
3891983;Atenolol Cinfa 50 mg Comprimidos;4,05;Cinfa Portugal,Lda.;60;Comp.;50 mg;0;;;;
4065595;Tamoxifeno Farmoz 20 mg Comprimidos;16,73;Farmoz - Sociedade Técnico Medicinal, S.A.;60;Comp.;20 mg;0;;;;
2729499;Ranitidina Sandoz;17,42;Sandoz Farmacêutica, Lda.;60;Comp. revest.;300 mg;0;;;;
5849096;Topiramato Generis Phar;16,99;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;50 mg;0;;;;
4988887;Sinvastatina Ciclum;4,46;Ciclum Farma Unipessoal, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
5043898;Diltiazem ratiopharm;5,96;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Cáps. libert. prolong.;90 mg;0;;;;
5044193;Diltiazem ratiopharm;8,5;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Cáps. libert. prolong.;120 mg;0;;;;
5516091;Diltiazem ratiopharm;12,49;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Cáps. libert. prolong.;180 mg;0;;;;
5048798;Lisinopril Labesfal 5 mg Comprimidos;5,27;Generis Farmacêutica, S.A.;60;Comp.;5 mg;0;;;;
5050190;Lisinopril Basi;3,84;Laboratórios Basi - Indústria Farmacêutica, S.A;60;Comp.;5 mg;0;;;;
5050596;Lisinopril Basi;5,01;Laboratórios Basi - Indústria Farmacêutica, S.A;60;Comp.;20 mg;0;;;;
5178280;Meloxicam Generis 7,5 mg comprimidos;8,37;Generis Farmacêutica, S.A.;60;Comp.;7.5 mg;0;;;;
5178488;Meloxicam Generis 15 mg comprimidos;7,75;Generis Farmacêutica, S.A.;60;Comp.;15 mg;0;;;;
5423884;Sinvastatina Tetrafarma;4,56;Tetrafarma - Produtos Farmacêuticos, Lda.;60;Comp. revest.;10 mg;0;;;;
5672795;Captopril Carencil 25 mg Comprimidos;4,03;Jaba Recordati, S.A.;60;Comp. revest.;25 mg;0;;;;
2149391;Fluoxetina Nodepe 20 mg cápsulas;3,56;Aristo Pharma Iberia, SL;60;Cáps.;20 mg;0;;;;
5025788;Paroxetina Zentiva;9,97;Zentiva Portugal, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
5058284;Triflusal Alter 300 mg Cápsulas;9,01;Alter, S.A.;60;Cáps.;300 mg;0;;;;
5174586;Metformina Sandoz 1000 mg Comprimidos revestidos;3,99;Sandoz Farmacêutica, Lda.;60;Comp. revest. p/ película;1000 mg;0;;;;
3418795;Carvedilol Jaba 6,25 mg Comprimidos;4,34;Jaba Recordati, S.A.;60;Comp.;6.25 mg;0;;;;
5201496;Amlodipina Labesfal;6,06;Generis Farmacêutica, S.A.;60;Comp.;5 mg;0;;;;
5201793;Amlodipina Labesfal;10,81;Generis Farmacêutica, S.A.;60;Comp.;10 mg;0;;;;
5212287;Paroxetina toLife 20 mg Comprimidos;11,41;ToLife - Produtos Farmacêuticos, S.A.;60;Comp. revest. p/ película;20 mg;0;;;;
5064787;Pentoxifilina Generis 400 mg Comprimidos de Libertação Modificada;5,27;Generis Farmacêutica, S.A.;60;Comp. libert. modif.;400 mg;0;;;;
5068689;Enalapril + Hidroclorotiazida Sandoz;9,16;Sandoz Farmacêutica, Lda.;60;Comp.;20 mg + 12.5 mg;0;;;;
5067384;Lisinopril toLife 5 mg Comprimidos;5,24;ToLife - Produtos Farmacêuticos, S.A.;60;Comp.;5 mg;0;;;;
5068184;Lisinopril toLife 20 mg Comprimidos;8,63;ToLife - Produtos Farmacêuticos, S.A.;60;Comp.;20 mg;0;;;;
5081195;Paroxetina Alter Genéricos;8,45;Alter Genéricos - Comercialização de Produtos Genéricos, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
5080593;Paroxetina Bluepharma 20 mg Comprimidos Revestidos;8,58;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;60;Comp. revest. p/ película;20 mg;0;;;;
5077490;Sinvastatina Tetrafarma 20 mg Comprimidos revestidos por película;9,23;Tetrafarma - Produtos Farmacêuticos, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
5077797;Sinvastatina Tetrafarma 40 mg Comprimidos revestidos por película;18,96;Tetrafarma - Produtos Farmacêuticos, Lda.;60;Comp. revest. p/ película;40 mg;0;;;;
5717889;Paroxetina Farmoz 20 mg Comprimidos Revestidos;11,4;Farmoz - Sociedade Técnico Medicinal, S.A.;60;Comp. revest. p/ película;20 mg;0;;;;
5717681;Paroxetina Almus;8,58;Almus, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
5077755;Sinvastatina Tecnigen;3,14;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Comp. revest.;10 mg;0;;;;
5214283;Meloxicam Ciclum;4,09;Ciclum Farma Unipessoal, Lda.;60;Comp.;7.5 mg;0;;;;
5215785;Meloxicam Ciclum;6,36;Ciclum Farma Unipessoal, Lda.;60;Comp.;15 mg;0;;;;
5144605;Deflazacorte Alter;10,74;Alter, S.A.;60;Comp.;6 mg;0;;;;
5145206;Deflazacorte Ciclum;10,74;Ciclum Farma Unipessoal, Lda.;60;Comp.;6 mg;0;;;;
5791082;Atenolol Sandoz;4,05;Sandoz Farmacêutica, Lda.;60;Comp. revest. p/ película;50 mg;0;;;;
5226881;Ácido Valpróico Generis;9,8;Generis Farmacêutica, S.A.;60;Comp. libert. prolong.;500 mg;0;;;;
5226782;Ácido Valpróico Generis;6,2;Generis Farmacêutica, S.A.;60;Comp. libert. prolong.;300 mg;0;;;;
5223284;Fluoxetina toLife 20 mg cápsulas;5,98;ToLife - Produtos Farmacêuticos, S.A.;60;Cáps.;20 mg;0;;;;
2908598;Finasterida Impruve 5 mg Comprimidos Revestidos por película;11,54;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Comp. revest. p/ película;5 mg;0;;;;
9193755;Zurim;4,14;Laboratórios Atral, S.A.;60;Comp.;300 mg;0;;;;
5100383;Lisinopril + Hidroclorotiazida toLife 20 mg + 12,5 mg Comprimidos;10,96;ToLife - Produtos Farmacêuticos, S.A.;60;Comp.;20 mg + 12.5 mg;0;;;;
3697182;Lisinopril Mepha 20 mg Comprimidos;6,56;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;60;Comp.;20 mg;0;;;;
3846391;Losartan Tetrafarma;11,77;Tetrafarma - Produtos Farmacêuticos, Lda.;60;Comp. revest. p/ película;50 mg;0;;;;
5242680;Ticlopidina Cinfa 250 mg Comprimidos Revestidos;8,87;Cinfa Portugal,Lda.;60;Comp. revest.;250 mg;0;;;;
5247481;Sertralina Sandoz 100 mg Comprimidos revestidos;9,19;Sandoz Farmacêutica, Lda.;60;Comp. revest. p/ película;100 mg;0;;;;
5247184;Sertralina Sandoz 50 mg Comprimidos revestidos;5,58;Sandoz Farmacêutica, Lda.;60;Comp. revest. p/ película;50 mg;0;;;;
3002599;Sinvastatina Lipaz 20 mg Comprimidos Revestidos por Película;9,7;Xamane, S.A.;60;Comp. revest.;20 mg;0;;;;
3117595;Sinvastatina Zera 20 mg Comprimidos Revestidos;9,5;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Comp. revest.;20 mg;0;;;;
4593398;Amlodipina Mepha 5 mg Comprimidos;6,61;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;60;Comp.;5 mg;0;;;;
5256987;Espironolactona Alter;4,3;Alter, S.A.;60;Comp. revest.;25 mg;0;;;;
5259684;Naproxeno GP 500 mg Comprimidos gastrorresistentes;9,2;GP - Genéricos Portugueses, Lda.;60;Comp. gastrorresistente;500 mg;0;;;;
5667381;Ramipril Sandoz 5 mg Comprimidos;8,12;Sandoz Farmacêutica, Lda.;60;Comp.;5 mg;0;;;;
5667183;Ramipril Sandoz 2,5 mg Comprimidos;8,53;Sandoz Farmacêutica, Lda.;60;Comp.;2.5 mg;0;;;;
5666987;Ramipril Sandoz 10 mg Comprimidos;15,57;Sandoz Farmacêutica, Lda.;60;Comp.;10 mg;0;;;;
4780581;Amlodipina Alter 5 mg comprimidos;3,08;Alter, S.A.;60;Comp.;5 mg;0;;;;
4017083;Amlodipina Alter 10 mg comprimidos;4,5;Alter, S.A.;60;Comp.;10 mg;0;;;;
4026589;Sinvastatina Mylan;6,49;Mylan, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
5577994;Alprazolam Prazam;5;Aristo Pharma Iberia, SL;60;Comp.;1 mg;0;;;;
5763891;Unilan;3,86;Laquifa - Laboratórios, S.A.;60;Comp.;0.5 mg;0;;;;
9682336;Alprazolam Pazolam 1 mg Comprimidos;5,69;Laboratórios Atral, S.A.;60;Comp.;1 mg;0;;;;
4207494;Sinvastatina Farmoz;4,46;Farmoz - Sociedade Técnico Medicinal, S.A.;60;Comp. revest. p/ película;20 mg;0;;;;
5472394;Sinvastatina Farmoz;13,5;Farmoz - Sociedade Técnico Medicinal, S.A.;60;Comp. revest. p/ película;40 mg;0;;;;
4207692;Sinvastatina Cinfa;5,45;Cinfa Portugal,Lda.;60;Comp. revest.;20 mg;0;;;;
5504691;Sinvastatina Cinfa;11,05;Cinfa Portugal,Lda.;60;Comp. revest.;40 mg;0;;;;
4207593;Sinvastatina Almus;2,72;Almus, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
5472196;Sinvastatina Zera 40 mg Comprimidos Revestidos;15,57;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Comp. revest.;40 mg;0;;;;
9783118;Ranitidina Almus;9,5;Almus, Lda.;60;Comp. revest.;150 mg;0;;;;
4985685;Metformina Sandoz 850 mg Comprimidos revestidos;3,33;Sandoz Farmacêutica, Lda.;60;Comp. revest. p/ película;850 mg;0;;;;
4962080;Sinvastatina Pharmakern;6,36;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
2501088;Ranitidina Mylan;17,42;Mylan, Lda.;60;Comp. revest. p/ película;300 mg;0;;;;
3416898;Fluoxetina Zentiva;3,56;Zentiva Portugal, Lda.;60;Cáps.;20 mg;0;;;;
3626884;Enalapril + Hidroclorotiazida Ratiopharm 20 mg + 12,5 mg Comprimidos;9,16;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp.;20 mg + 12.5 mg;0;;;;
5104781;Domperidona Generis;4,31;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;10 mg;0;;;;
5105085;Domperidona Mylan;4,14;Mylan, Lda.;60;Comp. revest. p/ película;10 mg;0;;;;
5092986;Amlodipina Stada;2,96;Stada, Lda.;60;Comp.;5 mg;0;;;;
5095088;Amlodipina Stada;4,5;Stada, Lda.;60;Comp.;10 mg;0;;;;
5106596;Beta-histina GP 16 mg Comprimidos;4,42;GP - Genéricos Portugueses, Lda.;60;Comp.;16 mg;0;;;;
5173182;Amiodarona Alter;6,03;Alter, S.A.;60;Comp.;200 mg;0;;;;
3841699;Losartan + Hidroclorotiazida Cotiasar;7,95;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Comp. revest. p/ película;50 mg + 12.5 mg;0;;;;
3808391;Sinvastatina Baldacci 10 mg Comprimidos Revestidos Por Película;4,67;Baldacci - Portugal, S.A.;60;Comp. revest.;10 mg;0;;;;
5472287;Sinvastatina Farmoz;4,67;Farmoz - Sociedade Técnico Medicinal, S.A.;60;Comp. revest. p/ película;10 mg;0;;;;
4986691;Sinvastatina Germed;9,7;Germed Farmacêutica, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
5113493;Ticlopidina Almus;8,85;Almus, Lda.;60;Comp. revest. p/ película;250 mg;0;;;;
5125299;Ranitidina Bluepharma 150 mg Comprimidos Revestidos;9,5;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;60;Comp. revest. p/ película;150 mg;0;;;;
5125398;Ranitidina Bluepharma 300 mg Comprimidos Revestidos;17,42;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;60;Comp. revest. p/ película;300 mg;0;;;;
5120589;Ibuprofeno Generis 400 mg Comprimidos;4,26;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;400 mg;0;;;;
5124185;Venlafaxina toLife 37.5 mg comprimidos;17,76;ToLife - Produtos Farmacêuticos, S.A.;60;Comp. revest. p/ película;37.5 mg;0;;;;
5124383;Venlafaxina toLife 75 mg comprimidos;26,72;ToLife - Produtos Farmacêuticos, S.A.;60;Comp. revest. p/ película;75 mg;0;;;;
5124599;Domperidona Baldacci;4,09;Baldacci - Portugal, S.A.;60;Comp. revest. p/ película;10 mg;0;;;;
4985396;Sinvastatina Jaba;6,5;Jaba Recordati, S.A.;60;Comp. revest. p/ película;20 mg;0;;;;
5228549;Cloreto de tróspio Generis;9,44;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;20 mg;0;;;;
5003199;Amlodipina Drime;6,61;Confar - Consórcio Farmacêutico, Lda.;60;Comp.;5 mg;0;;;;
5003496;Amlodipina Drime;10,81;Confar - Consórcio Farmacêutico, Lda.;60;Comp.;10 mg;0;;;;
4938585;Lisinopril + Hidroclorotiazida ratiopharm;11,03;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp.;20 mg + 12.5 mg;0;;;;
5007786;Amlodipina Bluepharma;6,46;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;60;Comp.;5 mg;0;;;;
5008081;Amlodipina Bluepharma;9,8;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;60;Comp.;10 mg;0;;;;
5008487;Amlodipina Atral;6,5;Laboratórios Atral, S.A.;60;Comp.;5 mg;0;;;;
5047683;Beta-histina Generis 16 mg Comprimidos;4,42;Generis Farmacêutica, S.A.;60;Comp.;16 mg;0;;;;
5047881;Beta-histina Sandoz 16 mg Comprimidos;4,39;Sandoz Farmacêutica, Lda.;60;Comp.;16 mg;0;;;;
2201697;Enalapril + Hidroclorotiazida Almus;9,16;Almus, Lda.;60;Comp.;20 mg + 12.5 mg;0;;;;
5128590;Amiodarona Labesfal 200 mg Comprimidos;6,03;Generis Farmacêutica, S.A.;60;Comp.;200 mg;0;;;;
5129796;Amiodarona GP 200 mg Comprimidos;6,03;GP - Genéricos Portugueses, Lda.;60;Comp.;200 mg;0;;;;
5129192;Amiodarona Bluepharma;6,03;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;60;Comp.;200 mg;0;;;;
5835988;Gabapentina Pharmakern;9,75;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;60;Cáps.;300 mg;0;;;;
5836085;Gabapentina Pharmakern;9,8;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;60;Cáps.;400 mg;0;;;;
5273081;Amiodarona Generis 200 mg Comprimidos;6,03;Generis Farmacêutica, S.A.;60;Comp.;200 mg;0;;;;
5279492;Lisinopril + Hidroclorotiazida Ciclum;9,9;Ciclum Farma Unipessoal, Lda.;60;Comp.;20 mg + 12.5 mg;0;;;;
5278882;Gabapentina Ratiopharm 100 mg Cápsulas;5;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Cáps.;100 mg;0;;;;
5837588;Alprazolam Sandoz;4,02;Sandoz Farmacêutica, Lda.;60;Comp.;0.5 mg;0;;;;
5535687;Amlodipina Generis 5 mg Comprimidos;3,38;Generis Farmacêutica, S.A.;60;Comp.;5 mg;0;;;;
5917299;Captopril Bluepharma;5,88;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;60;Comp.;50 mg;0;;;;
4386884;Gabapentina Mylan;10,68;Mylan, Lda.;60;Cáps.;300 mg;0;;;;
4428181;Fluoxetina Bluepharma;6,68;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;60;Cáps.;20 mg;0;;;;
4457388;Ibuprofeno Generis 600 mg Comprimidos Revestidos;5,2;Generis Farmacêutica, S.A.;60;Comp. revest.;600 mg;0;;;;
4355681;Lovastatina Generis;9,54;Generis Farmacêutica, S.A.;60;Comp.;40 mg;0;;;;
4850087;Metformina Generis 500 mg Comprimidos Revestidos;2,55;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;500 mg;0;;;;
5542881;Pravastatina Generis Phar;6,43;Generis Farmacêutica, S.A.;60;Comp.;10 mg;0;;;;
5569181;Mirtazapina Ratiopharm 15 mg Comprimidos revestidos;10,88;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp. revest. p/ película;15 mg;0;;;;
5569280;Mirtazapina ratiopharm 30 mg Comprimidos Revestidos;33,06;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp. revest. p/ película;30 mg;0;;;;
5917380;Enalapril Bluepharma 20 mg comprimidos;8,67;Bluepharma Genéricos - Comércio de Medicamentos, S.A.;60;Comp.;20 mg;0;;;;
5285481;Pravastatina Zentiva;11,1;Zentiva Portugal, Lda.;60;Comp.;20 mg;0;;;;
5285689;Pravastatina Zentiva;17;Zentiva Portugal, Lda.;60;Comp.;40 mg;0;;;;
5286687;Enalapril cinfa 5 mg comprimidos;3,85;Cinfa Portugal,Lda.;60;Comp.;5 mg;0;;;;
5286885;Enalapril cinfa 20 mg comprimidos;8,67;Cinfa Portugal,Lda.;60;Comp.;20 mg;0;;;;
3892692;Glimepirida Diapiride;4,05;OM Pharma, S.A.;60;Comp.;2 mg;0;;;;
3892791;Glimepirida Diapiride;5,87;OM Pharma, S.A.;60;Comp.;4 mg;0;;;;
4158689;Sinvastatina Generis;9,7;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;20 mg;0;;;;
5036397;Sucralfato Generis 1g/5 ml Suspensão Oral;5,1;Generis Farmacêutica, S.A.;60;Susp. oral;1000 mg/5 ml;0;;;;
5003793;Amlodipina toLife 5 mg Comprimidos;4;ToLife - Produtos Farmacêuticos, S.A.;60;Comp.;5 mg;0;;;;
5004098;Amlodipina toLife 10 mg Comprimidos;6,56;ToLife - Produtos Farmacêuticos, S.A.;60;Comp.;10 mg;0;;;;
5155288;Meloxicam Mylan;6,68;Mylan, Lda.;60;Comp.;7.5 mg;0;;;;
5155585;Meloxicam Mylan;8,64;Mylan, Lda.;60;Comp.;15 mg;0;;;;
3661899;Lisinopril Jaba 20 mg Comprimidos;5,02;Jaba Recordati, S.A.;60;Comp.;20 mg;0;;;;
5577796;Alprazolam Prazam;3,73;Aristo Pharma Iberia, SL;60;Comp.;0.25 mg;0;;;;
3355682;Enalapril Mepha 20 mg Comprimidos;8,23;Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.;60;Comp.;20 mg;0;;;;
5327580;Pravastatina Sandoz;9,5;Sandoz Farmacêutica, Lda.;60;Comp.;20 mg;0;;;;
5328182;Pravastatina Sandoz;12,86;Sandoz Farmacêutica, Lda.;60;Comp.;40 mg;0;;;;
5310685;Risperidona toLife 1 mg Comprimidos;6,32;ToLife - Produtos Farmacêuticos, S.A.;60;Comp. revest. p/ película;1 mg;0;;;;
5310784;Risperidona toLife 2 mg Comprimidos;11,32;ToLife - Produtos Farmacêuticos, S.A.;60;Comp. revest. p/ película;2 mg;0;;;;
5310883;Risperidona toLife 3 mg Comprimidos;18,44;ToLife - Produtos Farmacêuticos, S.A.;60;Comp. revest. p/ película;3 mg;0;;;;
5310982;Risperidona toLife 4 mg Comprimidos;23,32;ToLife - Produtos Farmacêuticos, S.A.;60;Comp. revest. p/ película;4 mg;0;;;;
4049292;Paroxetina Labesfal;8,43;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;20 mg;0;;;;
4893582;Amlodipina Cardionox 5 mg Comprimidos;6,61;Alter, S.A.;60;Comp.;5 mg;0;;;;
4039285;Amlodipina Cardionox 10 mg Comprimidos;10,81;Alter, S.A.;60;Comp.;10 mg;0;;;;
4185989;Formoterol Farmoz 12 µg Pó para Inalação, Cápsula Dura;13,73;Farmoz - Sociedade Técnico Medicinal, S.A.;60;Pó p. inalação, cáps.;12 µg;0;;;;
3846995;Losartan Farmoz;6,43;Farmoz - Sociedade Técnico Medicinal, S.A.;60;Comp. revest. p/ película;50 mg;0;;;;
4213997;Sinvastatina Labesfal;4,79;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;10 mg;0;;;;
4214292;Sinvastatina Labesfal;6;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;20 mg;0;;;;
4214490;Sinvastatina Labesfal;8,42;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;40 mg;0;;;;
4182887;Alprazolam ratiopharm 0,25 mg Comprimidos;3,85;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp.;0.25 mg;0;;;;
4183786;Alprazolam ratiopharm 0,5 mg Comprimidos;4,02;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp.;0.5 mg;0;;;;
4184685;Alprazolam ratiopharm 1 mg Comprimidos;5,07;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp.;1 mg;0;;;;
2197598;Enalapril + Hidroclorotiazida Pentafarma;9,16;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Comp.;20 mg + 12.5 mg;0;;;;
2785194;Diclofenac Labesfal;4,26;Generis Farmacêutica, S.A.;60;Comp. gastrorresistente;50 mg;0;;;;
2687291;Ranitidina Sandoz;9,5;Sandoz Farmacêutica, Lda.;60;Comp. revest.;150 mg;0;;;;
5042957;Paroxetina Ratiopharm 20 mg Comprimidos;15,64;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
3217288;Enalapril Sandoz;3,85;Sandoz Farmacêutica, Lda.;60;Comp.;5 mg;0;;;;
5423397;Carvedilol Coronat 25 mg Comprimidos;11,43;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Comp.;25 mg;0;;;;
5423298;Carvedilol Jaba 25 mg Comprimidos;6,41;Jaba Recordati, S.A.;60;Comp.;25 mg;0;;;;
5005590;Amlodipina GP 5 mg Comprimidos;6,39;GP - Genéricos Portugueses, Lda.;60;Comp.;5 mg;0;;;;
5005897;Amlodipina GP 10 mg Comprimidos;6,65;GP - Genéricos Portugueses, Lda.;60;Comp.;10 mg;0;;;;
5006192;Amlodipina Pharmakern;6,61;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;60;Comp.;5 mg;0;;;;
5006499;Amlodipina Pharmakern;9,82;Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.;60;Comp.;10 mg;0;;;;
5764386;Domperidona Labesfal;3,99;Generis Farmacêutica, S.A.;60;Comp.;10 mg;0;;;;
5792197;Losartan Sandoz;12,21;Sandoz Farmacêutica, Lda.;60;Comp. revest. p/ película;50 mg;0;;;;
5793393;Losartan ToLife;6,44;ToLife - Produtos Farmacêuticos, S.A.;60;Comp. revest. p/ película;50 mg;0;;;;
5793690;Losartan ToLife;11,96;ToLife - Produtos Farmacêuticos, S.A.;60;Comp. revest. p/ película;100 mg;0;;;;
4815783;Formoterol Ciclum;13,5;Ciclum Farma Unipessoal, Lda.;60;Pó p. inalação, cáps.;12 µg;0;;;;
4791489;Dislipina;11,81;Merck, S.A;60;Comp. revest. p/ película;40 mg;0;;;;
3849296;Gabapentina Ciclum 100 mg Cápsulas;4,51;Ciclum Farma Unipessoal, Lda.;60;Cáps.;100 mg;0;;;;
3849395;Gabapentina Ciclum 300 mg Cápsulas;9,22;Ciclum Farma Unipessoal, Lda.;60;Cáps.;300 mg;0;;;;
3849494;Gabapentina Ciclum 400 mg Cápsulas;9,79;Ciclum Farma Unipessoal, Lda.;60;Cáps.;400 mg;0;;;;
3847597;Gabapentina Gabamox 400 mg Cápsulas;10,99;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Cáps.;400 mg;0;;;;
3847795;Gabapentina Farmoz 100 mg Cápsulas;4,51;Farmoz - Sociedade Técnico Medicinal, S.A.;60;Cáps.;100 mg;0;;;;
3847993;Gabapentina Farmoz 400 mg Cápsulas;9,79;Farmoz - Sociedade Técnico Medicinal, S.A.;60;Cáps.;400 mg;0;;;;
5588983;Sinvastatina Krka;8,35;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
5589387;Sinvastatina krka;8,31;KRKA Farmacêutica, Sociedade Unipessoal, Lda.;60;Comp. revest. p/ película;40 mg;0;;;;
5583380;Risperidona Ratiopharm 1 mg Comprimidos;6,52;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp. revest. p/ película;1 mg;0;;;;
5583786;Risperidona Ratiopharm 2 mg Comprimidos;12,59;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp. revest. p/ película;2 mg;0;;;;
5584180;Risperidona Ratiopharm 3 mg Comprimidos;18,44;Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.;60;Comp. revest. p/ película;3 mg;0;;;;
5805486;Aceclofenac Alter 100 mg Comprimidos;6,59;Alter, S.A.;60;Comp. revest. p/ película;100 mg;0;;;;
5804687;Aceclofenac Generis 100 mg Comprimidos;6,65;Generis Farmacêutica, S.A.;60;Comp. revest. p/ película;100 mg;0;;;;
5825294;Risperidona Ciclum 3 mg Comprimidos;15,95;Ciclum Farma Unipessoal, Lda.;60;Comp. revest. p/ película;3 mg;0;;;;
5700497;Sinvastatina Lipaz 40 mg Comprimidos Revestidos por Película;19,92;Xamane, S.A.;60;Comp. revest.;40 mg;0;;;;
5578380;Ticlopidina Labesfal 250 mg Comprimidos Revestidos;8,85;Generis Farmacêutica, S.A.;60;Comp. revest.;250 mg;0;;;;
4477089;Sinvastatina Stada;2,7;Stada, Lda.;60;Comp. revest. p/ película;20 mg;0;;;;
4480885;Sinvastatina Stada;8,3;Stada, Lda.;60;Comp. revest. p/ película;40 mg;0;;;;
5423793;Sinvastatina Tecnigen;8,18;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Comp. revest.;40 mg;0;;;;
4207395;Sinvastatina Tecnigen;2,6;Pentafarma - Sociedade Técnico-Medicinal, S.A.;60;Comp. revest.;20 mg;0;;;;
5800586;Sinvastatina Alter;4,24;Alter, S.A.;60;Comp. revest. p/ película;10 mg;0;;;;
